Code,Title,DMsGuild,Levels,Runtime,Magic Item,Magic Item Flavor,Story Award Title,Story Award Description,Spellbook,Locations,Series,Notes
CCC-MACE-01,The Blight of Geoffrey,https://www.dmsguild.com/product/238812/CCCMACE0101-The-Blight-of-Geoffrey,1-4,4,Pipes of Haunting,"Pipes of Haunting
These pipes are carved from a pair of worg fibulas. Mouse skulls adorn each pipe and glow with a faint greenish light when played.",,,,"Hulburg, Thar",,
CCC-MACE-02,A Panther's Peril,https://www.dmsguild.com/product/238814/CCCMACE0102-A-Panthers-Peril,1-4,4,"Javelin of Lightning
Potion of Giant Strength (Hill)
Potion of Poison",,,,,"Hulburg, Thar",,
CCC-MACE-03,Haunted Memories,https://www.dmsguild.com/product/244858/CCCMACE0103-Haunted-Memories,1-4,4,"Sword of Vengeance (Longsword)
Spell Scroll of Cure Wounds (2nd level)
Spell Scroll of Heroism
",,Art Curator,"Art Curator
You have taken the Dawnsight as you did not return to the Winged Panther on time. In several days you go to look at the painting and it is missing. A note remains where the painting was. It reads: “Thank you so much for helping my family. Sadly I really need this painting more than you. Safe travels dear friend. -P”
",,Hulburg,,"antitoxin
higher level spells scroll"
CCC-MAG01-01 ,Mischief at the Festival ,https://www.dmsguild.com/product/318581/CCCMAG0101-Mischief-at-the-Festival,1-4,4 x 1 hour,,,A Dapper Familiar,"A Dapper Familiar
Only a character with at least one level in warlock can gain this story award.
    You have made friends with Dapper the imp. If you have Pact of the Chain, you can summon Dapper as your imp familiar (no mechanical changes from a normal Pact of the Chain imp familiar). Dapper is a cheerful, three-eyed imp who loves to eat, and she tries to lick everything at least once just to see how it tastes. She is egotistical and self-aggrandizing, and once summoned by a warlock, she insists that she is the master and the warlock is her familiar.","Dr. Dalathon's Spellbook
Something with small teeth has taken bites out of the corners of this worn notebook. The pages inside are filled with alchemical symbols and margin notes. It contains the following spells:
1st level: catapult, longstrider 
2nd level: alter self, darkvision, Maximilian’s earthen grasp, skywrite
3rd level: tiny servant, water breathing 
4th level: stone shape
",Thentia,,familiar story award
CCC-MAG01-02,Murder at the Festival!,https://www.dmsguild.com/product/320871/CCCMAG0102-Murder-at-the-Festival,5-10,2,"Bag of Tricks (Tan)
Wand of Smiles
Ammunition +2 (Arrow)","Bag of Tricks (Tan)
This finely crafted bag is decorated with images of animals that randomly change each time it is looked at and produces a pale glow in the moonlight, shedding dim light in a 5-foot radius. Whenever the bag is opened, the sound of gently rustling leaves can be heard accompanied by a sonorous elven hymn.",Enmity of Etana,"Enmity of Etana
You have caught the attention of Etana, a powerful wizard from the future that becomes a Lich. Making enemies you haven’t met yet is never a good idea.",,Thentia,,
CCC-MAG01-03,The Clock that Didn't Tick,https://www.dmsguild.com/product/320986/CCCMAG0103-The-Clock-that-Didnt-Tick,11-16,4,"Cape of the Mountebank
Potion of Vitality
Elixir of Health
Potion of Invulnerability",,"Etana's Enmity
Friend of Fastfingers",No description,,Thentia,,
CCC-MALTH-001,Selûne's Tear,https://www.dmsguild.com/product/297167/Selunes-Tear,5-10,4,"Lantern of Revealing
Potion of Healing","Lantern of Revealing
This pewter lantern is trimmed with pale green crystals. The four phases of the moon are carved into the lantern, one on each side. Light shines from the lantern from the full moon carved into its side.",We Are Indebted To You,"We Are Indebted To You
You discovered the cause of the plague and a cure. The Constable awards each member of the party a scroll granting him or her free room and board in any Elmwood establishment",,Elmwood,A Twisted Harvest,
CCC-MALTH-002,The Jackals Justice,https://www.dmsguild.com/product/297173/The-Jackals-Justice,5-10,4,Instrument of the Bards (Doss Lute),"Instrument of the Bards (Doss Lute)
A Doss lute is carved from alder wood in a graceful, pear-shaped form. Its soundboard is inlaid with copper images of wolves, rabbits, and other animals.",The Jackal’s Enmity,"The Jackal’s Enmity
You defeated The Jackal and her undead army, and forced her to abandon her lair. She does not suffer the humiliation well, and considers the adventurers enemies during all future meetings. Any character receiving this story award has disadvantage on all Charisma checks against The Jackal.",,Elmwood,A Twisted Harvest,
CCC-MALTH-003, Fires Demise,https://www.dmsguild.com/product/297176/Fires-Demise,5-10,4,Necklace of Fireballs,"Necklace of Fireballs
This copper chain necklace has several carnelian beads hanging from it.",Protector of the People,"Protector of the People
You stopped the Cult of the Eternal Flame from destroying Elmwood. The citizens show their overwhelming gratitude by bestowing a silver medal bearing Elmwood’s crest, a phoenix rising from the ashes, on each party member. The medal proclaims the wearer is a Protector of the People.",,Elmwood,A Twisted Harvest,
CCC-MAYDAYS-01,The Bandit's Mark ,https://www.dmsguild.com/product/318715/CCCMAYDAYS01-The-Bandits-Mark,,,,,,,,,,
CCC-MAYDAYS-02-01,King Obould's Fist,https://www.dmsguild.com/product/341252/CCCMAYDAYS0201-King-Oboulds-Fist,,,,,,,,,,
CCC-MCX-01,All in a Day's Work,https://www.dmsguild.com/product/257386/CCCMCX01-All-in-a-Days-Work,1-4,2,"Circlet of Blasting
Potion of Healing","Circlet of Blasting
A finely worked shiny bronze circlet of gnomish design with a bright red ruby surrounded by tiny mirrors suspended in the middle of the forehead. An intricate system of miniature gears controlled by dials just behind the ears allow light and magic to be focused with destructive power.",,,,,,
CCC-MCX01-02,The Rescue,https://www.dmsguild.com/product/259240/MCX0102-The-Rescue,1-4,2,Cloak of Billowing,,,,,,,
CCC-MELB-01,A Single Tearfall,https://www.dmsguild.com/product/337763/CCCMELB01-A-Single-Tearfall,5-10,2,"Wand of Magic Detection
Cloak of Many Fashions
Potion of Superior Healing","Wand of Magic Detection (Faerie Dragon Wand)
This wand was crafted from the iridescent shell of the newly hatched Faerie Dragon, Hugh Fearnheart. The sound of wind chimes can be heard whenever it is used.

Cloak of Many Fashions (Firam's Shadow)
This cloak was crafted from the shadow of the Archfey Firam. It was plucked and woven before the eyes of the characters and is glamoured to change its appearance at will.",,,,Feywild,,
CCC-MELB-02,The Sunken Sepulcher,https://www.dmsguild.com/product/322502/CCCMELB02-The-Sunken-Sepulcher,1-4,2,"Lantern of Revealing
Potion of Greater Healing
Spell Scroll of Web","Lantern of Revealing
This lantern is of ancient Netherese design, and while lit, ancient runes around its base flicker and glow with arcane energy.
",,,,,,
CCC-MIND01-01,Lost in Thought,https://www.dmsguild.com/product/246253/CCCMIND0101-Lost-in-Thought,11-16,4,"Crystal Ball
Potion of Greater Healing
Spell Scroll of Resurrection",,,,,Phlan,Dreamers,mindflayers
CCC-MIND01-02,Mind Trip,https://www.dmsguild.com/product/246478/CCCMIND0102-Mind-Trip,11-16,4,"Ring of Regeneration
Potion of Greater Healing
Potion of Invulnerability","Ring of Regeneration
This band of emerald is engraved with the face of a snarling troll. While the ring works to heal its wearer, it radiates a comfortable warmth and the troll head’s expression changes to a wicked grin.
",,,,,Dreamers,
CCC-MIND01-03,Dream Walkers,https://www.dmsguild.com/product/246480/CCCMIND0103-Dream-Walkers,11-16,4,"Wand of the War Mage +3
Spell Scroll of Power Word Pain or
Spell Scroll of Symbol
Spell Scroll of Mass Suggestion","Wand of the War Mage +3
This copper wand is inscribed with runes in both the infernal and ignan languages. The symbol of the Zhentarim encircles the tip of the wand.",,,,,Dreamers,Scroll tube trinket with wicked property
CCC-MMT-01-01,Secrets of Imaginary Friends,https://www.dmsguild.com/product/279110/CCCMMT-0101-Secrets-of-Imaginary-Friends,1-4,2,"Helm of Comprehending Languages
Potion of Healing
Spell Scroll of Absorb Elements","Helm of Comprehending Languages
This ornately embellished helm is decorated with the image of a face on the sun. It is covered in archaic magical runes that glow lightly when the helm is activated. Any good aligned character attuned to the helm will occasionally hear a soothing male voice offering words of encouragement.","Not So Imaginary Friend
Madness of Tharizdun","Not So Imaginary Friend
You have saved the boy from a horrible fate. With his imaginary friend defeated, the other children are now more accepting of him. The children love to hear your tales of daring and bravery. You are always welcome to stay at the Moonsea Children’s Hospital.

Madness of Tharizdun
The Chained God, Tharizdun, has briefly touched your mind. Seemingly at random you have nightmares of a black Obex (an inverted, two-tiered ziggurat) that shakes violently as though something is trapped inside and wants to get out.
    This award could come back to haunt you in further Elua’s Lighthouse Adventures.",,,Elua's Lighthouse,
CCC-MMT-01-02,A Little Competition Never Hurt Anyone ,https://www.dmsguild.com/product/294627/CCCMMT-0102-A-Little-Competition-Never-Hurt-Anyone,1-4,2,"Mariner's Armor (Breastplate)
Potion of Healing
Spell Scroll of Bless","Mariner's Armor (Breastplate)
This breastplate is silver and covered with shells and aquatic creatures. It also features the holy symbol of Umberlee, although a trip to an armorer could remove that.","I’m Game
Rotten Luck","I’m Game
You have earned the admiration of Lord Gaines. If you are ever in Hillsfar, you may call on him personally. This might also lend you an advantage in a future adventure.

Rotten Luck
You have removed the seed of Moander and introduced it back into the world. Who knows what effect this might have, both on you and the world at large? This award might come back to haunt you in a future Elua’s Lighthouse Adventure.",,,Elua's Lighthouse,
CCC-MMT-01-03,Honorable Dissent,https://www.dmsguild.com/product/295871/CCCMMT-0103-Honorable-Dissent--A-Price-of-the-Red-War-Adventure,1-4,2,"Wand of Secrets
Potion of Resistance (?)
Spell Scroll of Invisibility",,,,,,Elua's Lighthouse,
CCC-MMT-01-05,Secrets of the Cure,https://www.dmsguild.com/product/309003/CCCMMT-0105-Secrets-of-the-Cure,1-4,2,"Decanter of Endless Water
Potion of Healing
Spell Scroll of Snare","Decanter of Endless Water
The water from this decanter tastes slightly sweet, as if a spoonful of honey has been mixed with the water.",,,,,Elua's Lighthouse,
CCC-MMT-02-01 ,The Stuff of Memories,https://www.dmsguild.com/product/279118/CCCMMT-0201-The-Stuff-of-Memories,5-10,2,"Amulet of Proof Against Detection and Location
Potion of Resistance (Radiant)
Spell Scroll of Shield of Faith","Amulet of Proof Against Detection and Location
This black metal amulet is in the shape of an Obex: an upside down, two-tiered ziggurat. It hangs from a chain made from the same black metal. The chain is always cold on the skin.",Madness of Tharizdun,"Madness of Tharizdun
The Chained God, Tharizdun, has briefly touched your mind. Seemingly at random you have nightmares of a black Obex (an inverted, two-tiered ziggurat) that shakes violently as though something is trapped inside and wants to get out.
    This award could come back to haunt you in further Elua’s Lighthouse Adventures.",,,Elua's Lighthouse,
CCC-MTL-02,House of Revenance,https://www.dmsguild.com/product/300573/House-of-Revenance-CCCMTL02,5-10,2,"Ring of Mind Shielding
Moon-Touched Sword (Greatsword)
Spell Scroll of Revivify","Ring of Mind Shielding
This ring is set with a perfectly round off-white stone. The stone’s natural veins resemble the mountains of the moon. When within 120ft of an aberration, the ring glows softly.","Knowledge of House Zaunmice
Dark Consequences","Knowledge of House Zaunmice
You have gained some insight or secret of a drow house. Other houses of the Zethlentyn Protectorate may find this valuable. This award has no immediate mechanical effect.

Dark Consequences
The dark experiences in this adventure may take a psychological toll on certain characters. This toll is not represented by any mechanical effect and is entirely optional. Players are not required to take note of this if they do not wish to.
    Any character that participated in the minor graverending ritual and allowed the revenant to proceed on its dark business OR participated in the TRIAL OF DEATH and left Erkulia in the hands of the Yathrinshee may choose to add the following to the list of their bonds:
If the character is of a non-evil alignment: I once participated in an evil act that resulted in the death of a stranger and seek atonement for this act.
If the character is of an evil alignment: Partaking in an evil act has made me more conscious of the consequences of my actions.
This bond carries no mechanical effect and can be removed by the player at any time.",,,Spies Below the Moonsea,
CCC-MTL-03,House of Webs,https://www.dmsguild.com/product/303290/House-of-Webs-CCCMTL03,,,,,,,,,Spies Below the Moonsea,
CCC-MWGF-01,The Constellation,https://www.dmsguild.com/product/298336/CCCMWGF01-The-Constellation-Part-Four-of-the-Dead-Men-Series,5-10,2,"Necklace of Adaptation
Pole of Angling
Potion of Resistance (Necrotic)","Necklace of Adaptation
A necklace made of thick, intertwined silver, gold, and copper rope-like strands.

Pole of Angling
A normal-looking piece of bamboo.",Star of the Deep,"Star of the Deep
The Constellation offers to brand each adventurer with a special sigil – a large star.
    To anyone else, the sigil looks like a normal tattoo. However, when you look at it, you see the writhing and twisting tentacles of The Constellation.",,Water,Dead Men (4),
CCC-MYR-01,Friends in Need,https://www.dmsguild.com/product/251969/CCCMYR01-Friends-in-Need,5-10,4,"Weapon +2 (War Pick)
Potion of Greater Healing","Weapon +2 (War Pick)
This weapon is fashioned from a bent remorhaz whisker, carved with intricate depictions of the great beast in action. It also retains some of the beast’s inherent warmth. The bearer suffers no harm or discomfort in extreme temperatures. It does not convey resistance to damage.","Chapped
Wormspur","Chapped
Your scarred legs and odd gait, gained from being burned astride a remorhaz, are easily recognized by monks at the Monastery of the Yellow Rose as the mark of foolishness or lack of balance. You make Charisma (Intimidate and Persuasion) checks against those monks with disadvantage.

Wormspur
Your boots are scarred and pocked with melted iron from destroyed wormspurs. Monks at the Monastery of the Yellow Rose recognize this as a sign of your remorhaz-riding prowess. You are more likely to gain entry to the monastery due to your prowess and you make Charisma (Intimidation and Persuasion) checks with advantage against monks who recognize your prowess.",,Monastery of the Yellow Rose,,
CCC-NBDD01-01,Clever,https://www.dmsguild.com/product/275196/CCCNBDD0101-Clever,5-10,2,"Portable Hole
Potion of Greater Healing","Portable Hole
The Tyrant Lizard Gang used this portable hole to smuggle dinosaurs throughout the city. Its edges are frayed from being chewed on, and the occasional tooth or feather can still be found inside it.",,,"Tyrant Lizard Transporter’s Spellbook 
This spellbook is bound in thick leather, and has several notes jotted down in Draconic along the margins, mostly regarding delivery schedules and who owes whom money. It contains the following spells:
1st : alarm, disguise self, illusory script, Tenser’s floating disk, unseen servant
2nd : arcane lock, enlarge/reduce, levitate, rope rick
3rd : fly, gaseous form, nondetection, sending
4th : fabricate, Leomund’s secret chest
5th : telekinesis",Hulburg,,
CCC-NBDD01-02,Where Can She Be,https://www.dmsguild.com/product/310358/CCCNBDD0102-Where-Can-She-Be,5-10,2,"Hat of Disguise
Clockwork Amulet","Hat of Disguise
This hat of disguise, in its normal appearance, looks like a large red hat with a long brim that seems to be constantly flowing in a breeze. It's activated by pulling the brim down to cover at least one eye and smirking confidently.

Clockwork Amulet
A lucky pocket watch.",Do It A Capella,"Do It A Capella
You have performed with the traveling a capella kenku bard troupe, Roc Capella. Should you encounter them again, you will be welcome to join in their performance and are treated as part of the band.",,,,
CCC-NUKE-01-01,The Blighted Sun,https://www.dmsguild.com/product/254451/CCCNUKE0101-The-Blighted-Sun,1-4,4,"Stone of Good Luck
Potion of Healing","Stone of Good Luck (Durgin's Dice)
This set of dice were once owned by almost famous “Dungeon Diceroller”, a retired adventurer and wellknown gambler in Melvaunt. They are carved from red agate and adorned with highly-polished white onyx pips. When attuned, they act as a luckstone. Whenever these dice are cast, they flicker and sparkle. Its owner hears the sounds of dwarven battlecries, bestial roars, and falling coins in their minds until dice come to a stop.","A Jar of Gratitude
Magenta’s Thanks
The Sting of the Zors
Bee Kind to Your Elders (Downtime)","A Jar of Gratitude
The adventurer’s actions have saved the villagers of Sunboughs and strengthened ties between the Lord’s Alliance and the Sunboughs people. Each character is gifted a small jar of the coveted Sunbough Honey. They are told that since this batch has not yet settled, it will be some time before its true flavors can be realized. Until that time, having it in your possession will make for a “sweet” story piece and may bring the attention of curious others that wonder how YOU obtained it.

Magenta’s Thanks
The daughter of Filaeren Xilofane wraps a silk scarf around the neck of one player. The magenta-hued scarf looks gaudy, but it is stitched with golden thread. The Sunboughs Sigil of a woodland wreath with a honeycomb at its center is embroidered into the scarf. Being in possession of the scarf identifies its owner as a friend of the wood elves of the Sunboughs, which may come in handy in future adventurers in the region.

The Sting of the Zors
Word of your transgressions in The Sunboughs “matter” have reached the ears of The Zors of Mulmaster. For the slight to their reputation, you and anyone in your party (while you are present) may find yourselves shunned by the Zors in any dealings you may have in the City of Danger, or in the Moonsea Region for that matter. Their influence is far-reaching … and they do not forget.

Bee Kind to Your Elders (Downtime)
At the end of the adventure the player can use the following downtime activity. The players can spend ten downtime days to wait for Elder Filaeren Xilofane to recover and to speak to him.
    Elder Xilofane, upon hearing of your effort to eradicate the source of the sickness that befell his people, has his faith in the alliance of elves and men bolstered. For Emerald Enclave affiliated players: If Xilofane has not committed to joining the Emerald Enclave, he does so now, accepting the pin and signing the letter of recruitment. For Zhentarim affiliated players: Xilofane convinces the gambler Durgin Lodepips to accept any offers to escort him back to Mulmaster. If the Zhentarim characters did not complete their faction assignment, they do so now.
    If the players spending downtime days in the above manner were not rewarded the Story Reward, “A Jar of Gratitude” during the adventures, then they are at this time.
    In addition, any player that uses this downtime activity is able to take advantage of the sanctity and seclusion of Sunboughs. You enjoy room and board at a Modest Lifestyle with no costs, and you can complete any one downtime activity (other than this one) at half the downtime day costs and expenses.
    Whether you use the activity to complete faction objectives or take advantage of the secluded locale to study, once you have used this downtime activity, you can no longer gain its benefit.",,Cormanthor Forest,,
CCC-NUKE-01-02,Hide and Seek,https://www.dmsguild.com/product/254453/CCCNUKE0102-Hide-and-Seek,1-4,4,"Oil of Slipperiness
Potion of Healing","Oil of Slipperiness (Tombee’s “Dubbayoodee”)
This beaten oilcan is shaped in the likeness of a gnome: the spout is the tip of the gnome’s hat and handle is the arm with hand placed on its hip. When the oil is applied, the sound of bolts clattering and springs “boing”-ing constantly assaults the user.","Shadow the Shadows (Downtime)
Bee-Trusting
Bee-trayed!
BEE-GONE!","Shadow the Shadows (Downtime)
Agent Garz provides you an opportunity to shadow The Secret Police of Mulmaster. You spend many days observing The Hawks investigating crime scenes, conducting stakeouts on persons of interest and answering broadsheet reporter interviews on the The Council of High Blades edicts.
    The experience allows you to spend 5 Downtime Days to gain Advantage on any one Intelligence (Investigation), Wisdom (Perception), or Charisma (Deception) Checks. You can do this once.
    You did also learn that The Hawks change their tactics and techniques frequently, so once you used what you have learned, it will no longer be effective. Agent Garz apologizes as you remove this Downtime Activity from your log.    

Bee-Trusting
Keeping your word, you promised not to reveal to anyone that Marilynth was in Mulmaster nor that she does not want to return to the Sunboughs. Carrying such a secret will earn you Magenta's favor, but her father may not be pleased. He may have something to say to you about it if you cross paths again.

Bee-trayed!
You have decided it is in Marilynth's best interest to advise others of her unwillingness to return to her home. She no longer sees you as kind, trusting heroes, like the ones that once saved her village. Her distrust may manifest in future travels in the Cormanthor Forest.

BEE-GONE!
The honey is damaged or destroyed. Agent Garz tells you that once the Council of the Blades realizes they do have the entire cargo to give the Thayans, they will want your heads. The Zors, in a veiled act of loyalty, demand you be arrested and flogged in public for dereliction. You must get out of The City of Danger until things blow over. Who knows when that will “bee”.",,Mulmaster,,
CCC-NUKE-01-03,The Gift of Arvandor,https://www.dmsguild.com/product/293948/CCCNUKE0103-The-Gift-of-Arvandor,1-4,2,"Potion of Giant Strength (Hill)
Spell Scroll of Heroism","Potion of Giant Strength (Hill)
This hill giant bone holds the flavor of its defeated owner. Mumm the Lad’s pet manticore plays catch and protects it as a favorite toy. The last savory taste within its marrow grants hill giant strength. For a short time after its use, the imbiber maddingly guards and licks the bone like a starved monster.

Spell Scroll of Heroism
One of Mum the Lad’s collected books told tales of the fictional knight, Gallant Geoffrey. It was so wellpenned that the author captured the script necessary to cast the 1st-level Paladin Spell, Heroism. Once the words are read, the page withers away, leaving the owner to wonder where it vanished to.","No One Will BEE-lieve Us
A Jar of Recognition","No One Will BEE-lieve Us
Your encounter with Hal’Daoin the Courier confirms the continued existence of the legendary Aril’Tel’Quessir. The sight of an avariel is one that most elves have only read about in tomes or been told in stories around campfires. Sharing this experience with others could gain you a meal or drink from envious elves, or the attention of curious dragons (or their agents) who long for the winged elves destruction.

A Jar of Recognition
Filaren Xilofane presents you a slightly-aged jar of Sunboughs Honey. The glass container provides a mesmeric view of the enchanted nectar as it slowly rises and sinks within the jar. Its special properties have yet to be realized to outsiders; however, they may manifest if you continue to adventure in CCCNUKE-Series Adventures.",,,,
CCC-NUKE-01-04,Honey Pass the Preserves,https://www.dmsguild.com/product/293955/CCCNUKE0104-Honey-Pass-the-Preserves,5-10,4,"Hat of Disguise
Unbreakable Arrow","Hat of Disguise (Infiltrator Cowl)
When worn, this woodland-hued hood looks like it has been separated from its original cloak. However, when worn with a cloak, it seamlessly melds into the cape's collar.

Unbreakable Arrow
This single arrow is carved from the red-wood branch of a deceased treant. Delicate carvings of vines and leaves are engraved within its length. When fired, the arrow emits a melodic whistle all the way to its target, a reverent ode to the wood-elven hunters of Cormanthor’s past.","Sticky, but Clean","Sticky, but Clean
The villagers of Sunboughs have given you a large bar of its Honey and Beeswax Soap. This soap’s naturally pleasing fragrance is so agreeable with its creators that if you have recently bathed with it, they are sure to notice! It may even ‘sweeten’ any dealings you may have with Sunboughs residents in future NUKE-series adventures! Also, the scent is known to attract bears and bees during mating season. The elves aren’t sure why this is.
    If traveling to Sunboughs, make sure to let your DM know if your character bathes regularly with this soap. Once used, remove this story award from your adventure log.",,,,
CCC-NUKE-01-05,Take A Bough (Plan Bee From Outer Space),https://www.dmsguild.com/product/334581/CCCNUKE0105-Take-A-Bough-Plan-Bee-From-Outer-Space,,,,,,,,,,
CCC-NUKE-02-01,One Fowl Soup,https://www.dmsguild.com/product/334537/CCCNUKE0201-One-Fowl-Soup,,,,,,,,,,
CCC-NUKEPIP-01-01,Reinforcements - On Ice ,https://www.dmsguild.com/product/332409/CCCNUKEPIP0101-Reinforcements--On-Ice,,,,,,,,,,
CCC-OA-01-01, When Mages Fall,https://www.dmsguild.com/product/296439/When-Mages-Fall-CCCOA0101,1-4,2,"Helm of Comprehending Languages
Hat of Wizardry
Potion of Growth
Potion of Healing","Helm of Comprehending Languages (Superbly Angled Feathered Beret of the Librarian)
This wonderfully stylish beret is bright pink and adorned with a glorious black feather. Carefully sewn on the inside is a neatly printed inscription proudly proclaiming it as “Property of the Thentian Library of Arcane History”. When worn, the beret functions exactly as a Helm of Comprehending Languages, except in the event that the wearer is located in a library and has raised their voice level above a courteous whisper. In this case, the beret ceases to function for 10 minutes.

Hat of Wizardry
This antiquated, cone-shaped hat is adorned with gold crescent moons and stars.",Mark of the Sisterhood,"Mark of the Sisterhood
You have earned some favor with the Sisterhood of the Blade bounty hunting organization. By trading in this mark to a member of the sisterhood, you get their attention and some measure of cooperation. Benefits bestowed are detailed in adventures featuring the sisterhood and remain unknown until the mark is used.
The mark may come in handy in the following Tier 2 adventures:
• Six Summoned Swords
• Six Striking Swords
• Six Swords Unbound
• Fiendly Competition
• The Undisturbed
",,Thentia,Sisterhood of the Blade,
CCC-OCC-01,Red War: Housekeeping,https://www.dmsguild.com/product/254694/CCCOCC01-Red-War-Housekeeping,11-16,4,"Oathbow
Potion of Superior Healing
Spell Scroll of Contingency","Oathbow (Syranna's Folly)
This elven bow has the soul of a Thayan rebel permanently and irreversibly entwined within it, her sigil defiled and etched into the grip. When attuned, the bearer can speak and understand Thayan, in addition to receiving the following Bond: “I will not be at peace until Szass Tam and his plots are erased from existence”.
",Our Strength is Absolute,"Our Strength is Absolute
The Hightower family has recognized your deeds and your aid to one of their own and have bestowed upon you a signet ring marking you as an ally. While this will have little bearing on most encounters, having such an item on hand might prove useful in future encounters with Lords’ Alliance agent who know the family, and the Hightower’s themselves.",,Mulmaster,,learn language (Thayan)
CCC-OCC-02,Feast of the Moon,https://www.dmsguild.com/product/265961/CCCOCC02-Feast-of-the-Moon,1-4,2,Dread Helm,"Dread Helm
The black steel of this helm and visor are worked to resemble the face of a snarling dragon.","Mushroom of Connection
Friend of Clan Rumnaheim","Mushroom of Connection
A highly sought after and rare component in potion brewing circles, a mushroom of connection permits a skilled potion brewer or alchemist to combine the effects of multiple potions into a single dose of potion. On your travels, you will need to be on the lookout for someone who might be interested in trading a valuable potion, elixir, or oil for your mushroom. Once you have made the trade, you should strike through this story award.

Friend of Clan Rumnaheim
As a Friend of Clan Rumnaheim, you can request entrance to the Earthspur Mines and Town, even if they are currently closed to outsiders. If Riswyn, new head of Clan Rumnaheim, is present at the mines (at the discretion of the DM), she can vouchsafe your good behavior and have you granted entrance. If you abuse this trust (at the discretion of the DM), void this story award.",,Thentia,,
CCC-ODFC01-01,Hammer and Anvil,https://www.dmsguild.com/product/227812/CCCODFC0101-Hammer-and-Anvil,1-4,4,"Gauntlets of Ogre Power
Potion of Healing
Spell Scroll of Faerie Fire
Spell Scroll of Gaseous Form","Gauntlets of Ogre Power
Forged by Riswynn Rumnaheim for the Smithing Trials, these chunky dwarven style gauntlets are made of adamantine and mithral, but have finely articulated fingers. They bear the Rumnaheim family’s Maker’s Mark.",,,"Mardred's Spellbook
The pages of this spellbook are made from demon skin, and the covers are scales from some large, scaly unidentified sort of demon. Given the obvious luster of the binding, though, it is strung with hair from either a succubus or an incubus.
1st : absorb elements, chromatic orb, disguise self, mage armor, shield 
2nd : Melf’s acid arrow, mirror image, misty step, scorching ray 
3rd : haste
",Earthspur Mines,,
CCC-ODFC01-02,"Black Blades, Black Wings",https://www.dmsguild.com/product/227841/CCCODFC0102-Black-Blades-Black-Wings,5-10,4,"Rope of Entanglement
Potion of Greater Healing","Rope of Entanglement
When seen out of the corner of one’s eye, this rope appears to writhe about with a mind of its own, but clearly has not moved when looked at directly. Additionally, whenever you are within 120 feet of a creature with telepathy or psionic ability, the rope glows a faint purple (providing dim light within 1 foot).","I’ve Fallen but I Got Up
Chaotic Blessing of the Queen of Spiders
Challenge Coin of the Citadel","I’ve Fallen but I Got Up
Having fallen into a seemingly bottomless crevice and somehow surviving due to the mind flayer’s twisted magic, you gain the flaw “I like jumping off high things that I probably shouldn’t.” A remove curse spell cast on you for the purposes of removing the flaw voids this story award and removes the flaw.

Chaotic Blessing of the Queen of Spiders
You have drawn the attentions of Lloth to you, and she has noticed your prowess in battle. In recognition for slaying the mind flayer masquerading as one of her beloved driders, she has granted you a blessing, but you hardly feel blessed by it. What effect this has on your future adventuring career remains to be seen.
    Additionally, sometimes when you sleep or trance, you have dreams or visions of spiders bursting forth from beneath your skin, demons eating you alive, or your loved ones turning into half-spider monstrosities, but at the end of the vision or dream, you always feel the cool press of Lloth’s lips against your forehead again and you briefly feel that everything will be okay before jerking awake with horror in your eyes. A remove curse cast at 9th level or a wish can end this effect, as can a successful Divine Intervention by a deity not allied to Lloth. At that point, you should strike through this paragraph, but retain the first one.

Challenge Coin of the Citadel
You have received a challenge coin marking you as a friend of the Citadel of the Raven. It bears the markings of the Citadel on one side of this golden coin, and the symbols of both the Zhentarim and your faction on the other. For members of the Zhentarim, it just holds a singular flying snake. When traveling in the area, showing the coin will, under most circumstances, grant you access to the Citadel and services provided at their regular cost (instead of the 25% markup for outsiders), as well as a night of protection inside its walls, including a bed in the barracks. Up to six companions may accompany you into the Citadel on the strength of your word guaranteeing their good behavior. In the event of any member of your party violating this good conduct oath, you will be stripped of this coin (and any others you and your companions have on you) and cast out into the cold.",,,,"special poison
Drow Poison
A creature subjected to this poison must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the creature is also unconscious while poisoned in this way. The creature wakes up if it takes damage or if another creature takes an action to shake it awake."
